fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,price,nasd_price,next_year_date,next_year_price,nasd_ny_price,symbol,Nasdaq_Performance,Stock_Performance,Label
2020-09-30,56301000,193394000,181464000,137686000,12523000,40733000,,43778000,87000,-593000,87000,680000,193987000,,,3045000,11930000,2811000,680000,9119000,21049000,12610000,15655000,9119000,695431000,299380000,170331000,170331000,,121582000,396051000,19305000,,339425000,52873000,286552000,,,,3489000,35842000,187831000,93743000,17270000,,2095000,10152000,94088000,42034000,61656000,2095000,59561000,61656000,66321000,550000,507600000,,140716000,16000,15801000,22412000,3028000,,-904000,-8420000,3045000,1051000,-7404000,,9119000,-12542000,1912000,0,,,,,,,,0,,2158000,,21049000,,9119000.0,2020-11-02,0.76,0.6538,0.1062,16.2435,101.06999969482422,10957.610352,2021-11-02,93.04000091552734,15649.599609,ADUS,42.81945703739696,-7.944987437956918,0
2020-06-30,54997000,184010000,174969000,129579000,9607000,42450000,,45390000,155000,-566000,155000,721000,184576000,,,2940000,9041000,2134000,721000,6907000,6907000,9762000,12702000,6907000,660921000,296336000,158549000,158549000,,130202000,364585000,14707000,,328506000,53073000,275433000,,,,3653000,21111000,166060000,93685000,17201000,,8350000,7962000,72375000,20074000,59996000,948000,59048000,59996000,,655000,494861000,,131597000,16000,15665000,30445000,2411000,,8690000,-9984000,2940000,2095000,-14565000,,6907000,-2131000,-228000,0,,,,,,,,0,,28000,,6907000,,6907000.0,2020-08-10,0.73,0.4822,0.2478,51.3895,101.31999969482422,10968.360352,2021-08-10,90.2300033569336,14788.089844,ADUS,34.82498176040962,-10.945515565824804,0
2020-03-31,55835000,189442000,179755000,134381000,10661000,42287000,,45174000,334000,-574000,334000,908000,190216000,,,2887000,10087000,1429000,908000,8658000,8658000,10995000,13882000,8658000,644819000,278051000,130463000,130463000,,141209000,366768000,13791000,,330668000,55304000,275364000,,,,2915000,352977000,158011000,84606000,17561000,,8381000,956000,73405000,21063000,60068000,956000,59112000,60068000,,655000,486808000,,124690000,16000,15660000,20442000,2902000,,-2712000,-9750000,2887000,2747000,-8777000,,8658000,-2834000,1141000,0,,,,,,,,0,,1151000,,18749000,,8658000.0,2020-05-04,0.77,0.5857,0.1843,31.4666,73.91999816894531,8710.709961,2021-05-04,98.83000183105467,13633.5,ADUS,56.51422284797158,33.6985988624853,0
2019-12-31,57542000,192376000,176183000,134834000,14530000,38140000,,43012000,427000,-514000,427000,941000,192376000,,,3209000,14016000,3279000,941000,10737000,10737000,14957000,18166000,10737000,636748000,269387000,111714000,111714000,,151247000,367361000,12156000,10027000,332447000,57079000,275368000,,,,2397000,355205000,161156000,87528000,19641000,400000,7962000,728000,73628000,21535000,59892000,728000,59164000,59892000,,163000,475592000,,116032000,15000,15617000,3935000,2907000,,4866000,18801000,3209000,1544000,15187000,,10737000,-132396000,566000,0,,,,,,,,0,,1076000,,10737000,,10737000.0,2020-03-17,0.73,0.65,0.08,12.3077,48.400001525878906,7334.779785,2021-03-17,106.3499984741211,13525.200195,ADUS,84.39817678861642,119.73139487869027,1
2019-09-30,45176000,169723000,162523000,123817000,7335000,35950000,,37841000,786000,-80000,786000,866000,169803000,,,2756000,6681000,1769000,866000,5441000,5441000,7547000,10303000,4912000,619110000,386476000,239609000,239609000,,138705000,232634000,11527000,,203135000,41119000,162016000,,,,5029000,17972000,149122000,76286000,14741000,,6898000,6898000,72836000,18487000,60218000,970000,59248000,60218000,,163000,462199000,,113084000,15000,15559000,12162000,6083000,,3523000,913000,2756000,1081000,3407000,,4912000,-24497000,197152000,0,,,,,,,,0,,174309000,,5441000,,4912000.0,2019-11-04,0.62,0.5667,0.0533,9.4053,84.91000366210938,8433.200195,2020-11-03,109.16000366210938,11160.570313,ADUS,32.340867700698524,28.559650163837436,0
2019-06-30,39693000,149107000,141979000,109222000,7391000,30222000,,32302000,95000,-585000,95000,680000,149692000,,,2535000,6806000,1514000,680000,5518000,5518000,7486000,10021000,5292000,408684000,196704000,54792000,54792000,,134427000,193720000,11428000,,182292000,36480000,145812000,,,,4323000,18260000,119343000,69324000,13230000,,955000,6798000,50019000,18772000,37186000,955000,36231000,37186000,,242000,281507000,,108217000,13000,13219000,-881000,181000,,-2541000,8061000,2535000,990000,5895000,,5292000,-30798000,20301000,0,,,,,,,,0,,0,,5518000,,5292000.0,2019-08-05,0.56,0.5271,0.0329,6.2417,76.70999908447266,7726.040039,2020-08-04,96.80999755859376,10941.169922,ADUS,41.61420167084897,26.202579473357957,0
2019-03-31,36827000,138851000,133411000,101680000,5496000,29257000,,31331000,215000,-403000,215000,618000,139254000,,,2074000,5093000,797000,618000,4862000,4862000,5711000,7785000,4296000,378923000,193459000,66170000,66170000,,120819000,168773000,10843000,,157930000,22531000,135399000,,,,3754000,16691000,97295000,67384000,11506000,,37000,5154000,29911000,16833000,17412000,37000,17375000,17412000,5154000,242000,274020000,,102699000,13000,13178000,-3197000,723000,,-1210000,10495000,2074000,1006000,12989000,,4296000,-1006000,-33000,0,,,,,,,,0,,0,,-4236000,,4296000.0,2019-05-06,0.52,0.46,0.06,13.0435,67.26000213623047,8123.290039,2020-05-05,88.6500015258789,8809.120117,ADUS,8.44276241162536,31.80196061594598,1
2018-12-31,37429000,139669000,133265000,101858000,6428000,28941000,,31003000,124000,-1056000,124000,1180000,139669000,,,1966000,5201000,809000,1180000,4542000,4668000,6381000,8347000,4392000,348094000,176014000,70406000,70406000,,108564000,169884000,10658000,6101000,159226000,23784000,135442000,,,,3196000,159226000,79603000,61504000,12238000,,62000,62000,18099000,,17284000,62000,17222000,17284000,,877000,268491000,,90795000,13000,13126000,8524000,1137000,,-1429000,-3072000,1966000,1965000,-3115000,,3598000,-2058000,-83537000,0,,,,,,,,0,,544000,,4668000,,4392000.0,2019-03-04,0.55,0.4929,0.0571,11.5845,64.2699966430664,7577.569824,2020-03-03,77.04000091552734,8684.089844,ADUS,14.60257108414076,19.86930907026676,1
2018-09-30,36415000,137631000,101216000,100926000,5613000,28218000,,30802000,113000,-1430000,113000,1543000,137716000,,,2535000,4285000,927000,1543000,3546000,3546000,5828000,8363000,3358000,430778000,261065000,147477000,147477000,,106653000,169713000,9453000,,160260000,26197000,134063000,,,,1644000,160260000,162968000,62338000,6737000,,2432000,2318000,100630000,,101209000,2318000,98891000,101209000,847000,641000,269173000,,91806000,13000,13097000,4515000,1375000,,6168000,9192000,2534000,1722000,7912000,,3631000,-2260000,76005000,0,,,,,,,,0,,76800000,,78260000,,3358000.0,2018-11-05,0.48,0.4413,0.0387,8.7695,64.93000030517578,7328.850098,2019-11-05,85.91999816894531,8434.679688,ADUS,15.088718901506448,32.32711807348683,1
2018-06-30,35377000,131237000,95860000,95515000,6547000,26408000,,28830000,32000,-1350000,32000,1382000,131258000,,,2335000,5297000,1245000,1382000,4297000,4297000,6679000,9014000,4052000,343426000,173856000,69217000,69217000,,98721000,169570000,8398000,,161172000,28090000,133082000,,,,1472000,161172000,157067000,56336000,7094000,,2787000,2494000,100731000,,101852000,2494000,99358000,101852000,847000,427000,187637000,,88260000,12000,11697000,5888000,1061000,,-1221000,873000,2335000,1246000,2999000,,4318000,-59772000,59695000,0,,,,,,,,0,,244000,,5811000,,4052000.0,2018-08-06,0.5,0.4875,0.0125,2.5641,70.30000305175781,7859.680176,2019-08-06,80.9000015258789,7833.27002,ADUS,-0.3360207465011755,15.078233305789368,1
2018-03-31,27583000,109448000,81865000,81543000,4239000,21459000,,23344000,2322000,1412000,2322000,910000,109476000,,,1807000,5746000,1115000,910000,4858000,4858000,6656000,8463000,4631000,272853000,154427000,63406000,63406000,,83771000,116954000,7384000,,109570000,16480000,93090000,,,,3300000,111042000,92032000,51382000,6468000,,3392000,2761000,40650000,,42157000,2761000,39396000,42157000,1055000,407000,182078000,,83963000,12000,11691000,14276000,766000,,-390000,-6788000,1807000,416000,-5627000,,4886000,-3699000,-925000,0,,,,,,,,0,,24000,,9652000,,4631000.0,2018-05-07,0.42,0.4033,0.0167,4.1408,52.0,7265.209961,2019-05-07,69.1500015258789,7963.759766,ADUS,9.614998172796785,32.98077216515174,1
2017-12-31,30785000,111958000,102957000,81242000,7470000,19663000,,24429000,16000,-827000,16000,843000,112028000,52000,,1852000,7497000,4350000,843000,3094000,3241000,8340000,10192000,3147000,271691000,155666000,53754000,53754000,,88952000,114424000,7489000,4843000,106935000,16596000,90339000,,,,3600000,108536000,95382000,55076000,7381000,,4073400,3099000,40306000,,42959000,3099000,39860000,42959000,44800000,446000,170337000,,80334000,12000,11632000,10193000,723000,,-2291000,-3489000,1852000,527000,-5572000,,1587000,-1160000,-967000,0,,,,,,,,0,,0,,8066000,,3147000.0,2018-03-05,0.46,0.44,0.02,4.5455,36.04999923706055,7330.709961,2019-03-05,64.66999816894531,7576.359863,ADUS,3.3509701421400973,79.38973519439772,1
2017-09-30,29123000,108592000,79469000,79539000,5877000,19359000,,23246000,30000,-840000,30000,870000,108662000,64000,,1781000,5087000,1623000,870000,3408000,3408000,5957000,7738000,3464000,267901000,148290000,45688000,45688000,,96335000,116458000,7494000,,108064000,16243000,91821000,900000,900000,,1229000,112117000,95631000,55259000,4910000,,3407000,3407000,40372000,,43779000,3407000,40372000,43779000,46942000,,172270000,,77029000,12000,11634000,53953000,600000,,7247000,-38160000,1781000,1318000,-40521000,,3408000,-23737000,-401000,20000000,,,,,,,,0,,0,,29815000,,3464000.0,2017-11-06,0.42,0.41,0.01,2.439,34.45000076293945,6786.439941,2018-11-06,69.66999816894531,7375.959961,ADUS,8.686734504764981,102.23511357333481,1
2017-06-30,28581000,103559000,74978000,75048000,5991000,19006000,,22590000,13000,-2095000,13000,2108000,103629000,44000,,1514000,3926000,1170000,2108000,2700000,2700000,6034000,7548000,2756000,256194000,157724000,15873000,15873000,,137967000,95317000,7191000,,87226000,13320000,73906000,900000,900000,,1216000,91279000,88058000,47072000,3430000,,4552000,3052000,41186000,,44038000,3052000,40986000,44038000,40590000,,168136000,,73622000,12000,11625000,-20990000,282000,,-5648000,23788000,1514000,609000,23863000,,2700000,-609000,18316000,0,,,,,,,,25000000,,204000,,-3283000,,2756000.0,2017-08-07,0.38,0.3725,0.0075,2.0134,34.349998474121094,6383.77002,2018-08-07,66.0,7883.660156,ADUS,23.49536608149929,92.13974652640427,1
2017-03-31,27386000,101606000,74220000,74289000,7030000,20905000,,20356000,7000,-644000,7000,651000,2065000,57000,,1516000,6429000,2115000,651000,4259000,4259000,7080000,8596000,4314000,238664000,139289000,19156000,19156000,,116174000,96222000,7049000,,88273000,14367000,73906000,900000,900000,,1293000,92326000,74096000,52219000,5453000,,4051000,2551000,22477000,,24428000,2551000,21877000,24428000,44215000,,164568000,,70922000,12000,11628000,9615000,656000,,2569000,-798000,1516000,1162000,1207000,,4259000,1238000,290000,-20000000,,,,,,,,20000000,,954000,,11143000,,4314000.0,2017-05-08,0.34,0.3275,0.0125,3.8168,36.900001525878906,6102.660156,2018-05-08,53.400001525878906,7266.899902,ADUS,19.077577912565637,44.71544530541045,1
2020-09-30,-4968078,784345000,4968078,625363000,88571000,11855000,,4968078,,-48243000,,48243000,784345000,,,58556000,39572000,3623000,48243000,-4980376,41919000,87815000,146371000,35949000,454689589,947344,514982,514982,,,453742245,85069000,,,,,,,,17429000,,20619276,4869276,,,,,,,2500000000,,,2500000000,49762000,,5000003,,-768458000,1334,203750000,55678000,,,4293405,-49999,47800000,7758000,59491000,,36705000,-7758000,-10429000,-253000,,,,,,,-450000000,0,,0,,-312112,4673000,35949000.0,2020-11-16,0.2093,0,0.2093,,10.260000228881836,11924.129883,2021-11-16,8.970000267028809,15973.860352,ADV,33.96248203211558,-12.573098762918988,0
2020-06-30,-110177,641543000,110177,509923000,3000,80569000,,110177,,-51521000,,51521000,641543000,,,58748000,-51108000,-13704000,51521000,17629,-35561000,413000,59161000,-37404000,455344127,1043760,827094,827094,,,454300367,95541000,,,,,,,,15320000,,16293438,543438,,,,,,,,,,,51064000,,5000009,,3388163,1284,203750000,183462000,,,-92758,-50001,47700000,6972000,-153377000,,-37814000,-6972000,29731000,-80808000,,,,,,,0,2645364,,0,,-20095,1023000,-37404000.0,2020-09-02,-0.1836,,,,10.84000015258789,12056.44043,2021-09-02,8.819999694824219,15331.179688,ADV,27.16174211628397,-18.634690307466705,0
2020-03-31,-461860,879396000,461860,746693000,31438000,41056000,,211860,,-51794000,,51794000,879396000,,,60209000,-20341000,1367000,51794000,901393,-29868000,31453000,91662000,-21708000,455387216,1113856,847189,847189,,,454273360,,,,,,,,,,,16354156,604156,,,,,,,,,,,,,5000010,,3370534,1285,203750000,50965000,,,320601,-50000,47800000,8453000,-37343000,,-21723000,-59842000,71152000,79826000,,,,,,,450000000,141636,,450000000,,-103871,-6883000,-21708000.0,2020-03-31,0.016,,,,9.899999618530272,7700.100098,2021-03-31,11.8100004196167,13246.870117,ADV,72.0350378359458,19.292938128112592,0
2020-12-31,-15130000,,14788000,,-36380000,13652000,22728000,36380000,,,,,-342000,-165000,,1119000,-36518000,1114000,,-37632000,-37288000,-36380000,-35261000,-37632000,482567000,434438000,62424000,429729000,,,48129000,27725000,10072000,,,,367305000,,367305000,4709000,29000,48220000,20871000,2810000,,4473000,4473000,27349000,30708000,,4473000,,30708000,13588000,1114000,434347000,,-502536000,10000,97549000,-22224000,,,5975000,-668000,1294000,1433000,,,-37632000,11576000,376000,,,,,,,,344302000,,,344955000,,-10272000,,-37632000.0,2021-03-01,-0.39,-0.3291,-0.0609,-18.505,13.31999969482422,13588.830078,2022-03-01,1.315000057220459,13532.459961,ADVM,-0.41482685909262074,-90.12762697185774,0
2020-09-30,-12551000,,12551000,,-28004000,11351000,16653000,28004000,,,,,0,215000,,1200000,-27769000,,,-27769000,-27776000,-28004000,-26804000,-27769000,507711000,459700000,72696000,454462000,,,48011000,27295000,9480000,,,,381766000,,381766000,5238000,19000,42999000,16111000,3034000,,4435000,4435000,26888000,31187000,,4435000,,31187000,8642000,136000,464712000,,-464904000,10000,88867000,-26544000,,,-3584000,2104000,-344000,3083000,,,-27769000,-132373000,204254000,,,,,,,,0,,,558000,,-28154000,,-27769000.0,2020-11-05,-0.31,-0.35,0.04,11.4286,12.18000030517578,11890.929688,2021-11-05,2.200000047683716,15971.589844,ADVM,34.317418932500196,-81.93760268832796,0
2020-06-30,-11898000,,11898000,,-29775000,10598000,19177000,29775000,,,,,0,769000,,1300000,-29200000,,,-29200000,-28965000,-29775000,-28475000,-29200000,331176000,282681000,27359000,280139000,,,48495000,27466000,8285000,,,,252780000,,252780000,2542000,19000,48613000,21254000,10367000,,4221000,4221000,27359000,31479000,,4221000,,31479000,4221000,101000,282563000,,-437135000,8000,80229000,-16907000,,,5370000,-953000,-250000,3118000,,,-29200000,-88627000,2731000,,,,,,,,0,,,2926000,,-29200000,,-29200000.0,2020-08-10,-0.36,-0.2913,-0.0687,-23.5839,18.700000762939453,10968.360352,2021-08-10,2.490000009536743,14788.089844,ADVM,34.82498176040962,-86.68449247086907,0
2020-03-31,-9639000,,9639000,,-23791000,9040000,14751000,23791000,,,,,0,831000,,599000,-22906000,,,-22906000,-23014000,-23791000,-23192000,-22906000,348599000,300448000,130162000,297066000,,,48151000,26727000,8591000,,,,166904000,,166904000,3382000,19000,44646000,16767000,4663000,,4025000,4025000,27879000,31778000,,4025000,,31778000,4025000,126000,303953000,,-407935000,8000,73791000,-13616000,,,-915000,-6337000,-179000,4210000,,,-22906000,-70743000,148624000,,,,,,,,0,,,9650000,,64265000,,-22906000.0,2020-05-28,-0.31,-0.2711,-0.0389,-14.3489,20.31999969482422,9368.990234,2021-05-28,3.4600000381469727,13748.740234,ADVM,46.747300302501294,-82.97244050142244,0
2019-12-31,-8655000,0,8655000,14203000,-19653000,8279000,11374000,19653000,,,,,0,734000,,381000,-18925000,,,-18925000,-18905000,-19653000,-19272000,-18925000,222727000,175870000,65897000,166035000,,,46857000,24884000,7992000,,,,100138000,,100138000,9835000,11000,47770000,19408000,4103000,,4034000,4034000,28362000,32248000,100000,4034000,,32248000,4034000,148000,174957000,,-385029000,7000,67329000,-14835000,,,48000,4086000,-460000,8373000,,,-18925000,-19210000,26771000,,,,,,,,25621000,,,26858000,,-7274000,,-18925000.0,2020-03-12,-0.29,-0.2967,0.0067,2.2582,7.980000019073486,7201.799805,2021-03-12,10.670000076293944,13319.860352,ADVM,84.95182749668227,33.70927381943514,0
2019-09-30,-7539000,250000,7789000,9944000,-17083000,7389000,9944000,17333000,,,,,250000,969000,,400000,-16118000,,,-16118000,-16125000,-17083000,-16683000,-16118000,205525000,167602000,73171000,161985000,,,37923000,15249000,7633000,,,,88814000,,88814000,5617000,164000,41311000,17746000,3382000,,4044000,4044000,23565000,27424000,,4044000,,27424000,4044000,185000,164214000,,-366104000,7000,64484000,-9530000,,,4164000,2439000,-399000,6191000,,,-16118000,-15016000,-91000,,,,,,,,0,,,144000,,-16118000,,-16118000.0,2019-11-07,-0.25,-0.2643,0.0143,5.4105,8.140000343322754,8434.519531,2020-11-06,12.020000457763672,11895.230469,ADVM,41.030326923550284,47.66584706134176,1
2019-06-30,-7532000,,7532000,8970000,-16102000,7132000,8970000,16102000,,,,,,1148000,,400000,-14954000,,,-14954000,-14938000,-16102000,-15702000,-14954000,209884000,180561000,97808000,177642000,,,7270000,6097000,7267000,,,,79834000,,79834000,2919000,174000,32144000,10149000,740000,,,3942000,191000,25746000,,,,25746000,3942000,191000,177740000,,-349986000,6000,63740000,-11588000,,,-454000,-680000,-285000,2497000,,,-14954000,-36592000,1881000,,,,,,,,0,,,2609000,,-14954000,,-14954000.0,2019-08-08,-0.23,-0.265,0.035,13.2075,12.31999969482422,8039.160156,2020-08-07,18.459999084472656,11010.980469,ADVM,36.96680070221008,49.83765861802678,1
2019-03-31,-6002000,70000,6002000,10131000,-15707000,5576000,10131000,15707000,,,,,,1218000,,426000,-14489000,,,-14489000,-14444000,-15707000,-15281000,-14489000,221047000,193137000,144107000,189488000,,,5318000,4145000,,,,,45381000,,45381000,3649000,174000,32904000,10610000,1752000,,,3826000,216000,25904000,22078000,3826000,,25904000,3826000,216000,188143000,,-335032000,6000,63125000,-13217000,,,-2499000,109000,-129000,2186000,,,-14489000,2745000,-370000,,,,,,,,0,,,162000,,-10842000,,-14489000.0,2019-05-08,-0.23,-0.268,0.038,14.1791,6.420000076293945,7943.319824,2020-05-07,19.700000762939453,8979.660156,ADVM,13.04669023735887,206.85359079172497,1
2018-12-31,70000,70000,5771000,11642000,-16759000,5187000,11642000,16829000,,,,3104000,70000,1100000,,439000,-15659000,0,,-16759000,-15603000,-16759000,-16320000,-15659000,213495000,208754000,154949000,205079000,,,4741000,3586000,6422000,,,,50130000,,50130000,3675000,156000,12328000,10719000,1707000,,,,1609000,,200000,,,,228000,243000,201167000,,-320543000,6000,62965468,-12730000,,,-1163000,-725000,389000,157000,,,-15659000,8027000,-21000,,,,,,,,-2000,,,190000,,-16759000,,-15659000.0,2019-03-06,-0.25,-0.286,0.036,12.5874,4.449999809265137,7505.919922,2020-03-05,13.300000190734863,8738.589844,ADVM,16.422636196624207,198.87642159093025,1
2018-09-30,-8993000,833000,9826000,14480000,-23473000,4826000,14480000,24306000,,,,,833000,1265000,,400000,-22258000,-1300000,,-20958000,-20905000,-23473000,-23073000,-20958000,225907000,222174000,159673000,217882000,,,3733000,2594000,,,,,58209000,,58209000,4292000,140000,10354000,10065000,1736000,,,,289000,,,,,,552000,187000,215553000,,-304884000,6000,62826416,-16900000,,,-1358000,2655000,262000,270000,,,-20958000,21138000,-15000,,,,,,,,1000,,,116000,,-20958000,,-20958000.0,2018-11-08,-0.34,-0.2983,-0.0417,-13.9792,3.740000009536743,7530.879883,2019-11-08,8.71500015258789,8475.30957,ADVM,12.540761526842692,133.02139386003313,1
2018-06-30,-8686000,493000,9179000,11217000,-19903000,9179000,11217000,20396000,,,,,493000,1093000,,500000,-18810000,,,-18810000,-18697000,-19903000,-19403000,-18810000,246585000,237922000,155451000,234876000,,,8663000,2525000,,5000000,5000000,,79425000,,79425000,3046000,140000,13138000,11374000,2125000,,,,514000,,,,,,899000,368000,233447000,,-283926000,6000,62637111,-11350000,,,2363000,931000,640000,166000,,,-18810000,14896000,187000,,,,,,,,-3000,,,410000,,-18810000,,-18810000.0,2018-08-08,-0.3,-0.3067,0.0067,2.1845,4.75,7888.330078,2019-08-08,12.31999969482422,8039.160156,ADVM,1.9120660077429408,159.36841462787834,1
2018-03-31,-5611000,216000,5827000,12794000,-17946000,5368000,12794000,18162000,,,,-3104000,216000,746000,,459000,-17200000,,,-17200000,-17258000,-17946000,-17487000,-17200000,257158000,249198000,152716000,247037000,,,7960000,2820000,,5000000,5000000,,,,94321000,2161000,140000,11115000,9274000,685000,1246000,,,591000,,,,,,1384000,404000,246043000,,-265116000,7000,62232372,-12984000,,,-647000,-818000,459000,216000,,,-17200000,25383000,69798000,,,,,,,,70191000,,,70499000,,82197000,,-17200000.0,2018-05-09,-0.3,-0.29,-0.01,-3.4483,5.849999904632568,7339.910156,2019-05-09,6.539999961853027,7910.589844,ADVM,7.775022798249087,11.794872965280788,1
2017-12-31,461000,461000,5046000,15552000,-15595000,4042000,12014000,16056000,,,,,461000,806000,,504000,-14789000,,,-15595000,-15201000,-15595000,-15091000,-14789000,201905000,193741000,70519000,190485000,,,8164000,3024000,4673000,5000000,5000000,,177746000,,119966000,3256000,140000,17877000,10674000,1731000,7100000,,157000,5953000,,457000,157000,,,1979000,481000,184028000,,-254062000,5000,49015339,-12198000,,,401000,355000,504000,98000,0,,-14789000,34691000,16645000,,,,,,,,,,,16749000,,38806000,-332000,-14789000.0,2018-03-06,-0.32,-0.3433,0.0233,6.7871,7.199999809265137,7372.009766,2019-03-06,4.449999809265137,7505.919922,ADVM,1.816467425444812,-38.194445456251714,0
2017-09-30,-4799000,463000,5262000,14498000,-14571000,4762000,10272000,15034000,,,,,463000,742000,,500000,-13829000,,,-13829000,-13977000,-14571000,-14071000,-13829000,198210000,189523000,31713000,186642000,,,8687000,3347000,4175000,5000000,5000000,,179795000,,154929000,2881000,340000,17218000,9613000,1580000,7561000,,74000,6355000,,,74000,,,1971000,387000,180992000,,-239273000,5000,43517412,-9985000,,,1095000,712000,536000,186000,0,,-13829000,2625000,-239000,,,,,,,,,,,-30000,,-7810000,-211000,-13829000.0,2017-11-08,-0.32,-0.29,-0.03,-10.3448,3.0,6789.120117,2018-11-08,3.740000009536743,7530.879883,ADVM,10.925712805443343,24.666666984558105,1
2017-06-30,-4201000,463000,4664000,12316000,-12093000,4064000,8492000,12556000,,,,,463000,663000,,600000,-11430000,,,-11430000,-11620000,-12093000,-11493000,-11430000,208579000,199641000,39523000,197418000,,,8938000,3798000,3644000,5000000,5000000,,195184000,,157895000,2223000,140000,16399000,8313000,1125000,8024000,,74000,6836000,,,74000,,,1962000,369000,192180000,,-225444000,5000,43201786,1001000,,,-3902000,-1013000,540000,469000,0,,-11430000,-20666000,155000,,,,,,,,,,,155000,,-32046000,-114000,-11430000.0,2017-08-08,-0.27,-0.325,0.055,16.9231,2.525000095367432,6370.459961,2018-08-08,4.75,7888.330078,ADVM,23.826695816195564,88.1188047760763,1
2017-03-31,-8043000,462000,8505000,13234000,-16588000,7989000,9061000,17050000,,,,,462000,489000,,516000,-16099000,-775000,,-16099000,-16305000,-16588000,-16072000,-16099000,221929000,212640000,71569000,209503000,,,9289000,4149000,3110000,5000000,5000000,,206605000,,137934000,3137000,140000,20548000,11966000,3383000,8487000,,74000,7332000,,,74000,,,1953000,370000,201381000,,-214014000,4000,42780255,-11808000,,,1352000,-449000,516000,263000,-886000,,-16099000,-138854000,187000,,,,,,,,,,,187000,,-150601000,-117000,-16099000.0,2017-05-09,-0.38,-0.26,-0.12,-46.1538,2.799999952316284,6120.589844,2018-05-09,5.849999904632568,7339.910156,ADVM,19.92161446980958,108.92857158062408,1
2016-12-31,488000,488000,11200000,12188000,-23387000,4777000,7898000,23875000,,,,,,218000,,487000,-23169000,-775000,,-23387000,-22377000,-23387000,-22900000,-22394000,234583000,225274000,222170000,222170000,,886000,9409000,4169000,2594000,5000000,5000000,,,,,2218000,140000,18983000,9896000,1474000,8949000,,74000,7837000,,74000,74000,,,1971000,386000,215600000,,-197915000,4000,41805009,-23387000,,,-648000,-1483000,487000,924000,-95000,,-23387000,-924000,203000,,,,,,,,,,,130000,,-9101000,-38000,-22394000.0,2017-03-06,-0.54,-0.3033,-0.2367,-78.0415,2.799999952316284,5849.180176,2018-03-06,7.199999809265137,7372.009766,ADVM,26.034923599180317,157.1428547100145,1
2020-09-30,,27264,,,-3113032,1279306,1167229,3140296,,-11253,1280,12533,,,,99007,-3313034,,,-3313034,,-3113032,-3014025,-3313034,19646362,19248446,17813450,17813450,,,397916,329743,,,,,,,66346,1292814,68173,3902396,2216826,,,,215246,1685570,268931,,,,268931,1418395,,15743966,,-311580982,32848635,4447865,-2557884,,,,,99007,695,,,,-695,-94677,,,,,0,0,,,,,,,,,-3313034.0,2020-12-31,-0.0897,,,,13.399999618530272,12888.280273,2021-12-31,6.289999961853027,15644.969727,ADXN,21.389117831143544,-53.059700440924914,0
2020-06-30,-404477,932354,1336831,1336831,-2973906,1587283,982146,3834699,,-7293,10843,-18136,,,,96514,-3114738,,,-3114738,,-2973906,-2877392,-3114738,23146891,22691591,20670701,20670701,,,455300,386717,,18801117,18801117,,,,54221,,68583,4345774,2808937,,,,289890,1536837,364479,,,,,219973,,18801117,,-308267948,32848635,4447865,-6166717,,,,,96514,2124,,,,-2124,-138614,,,,,0,0,,,,,-37149,,,,-3114738.0,2020-09-30,-0.1348,,,,12.270000457763672,11167.509766,2021-09-30,9.010000228881836,14448.580078,ADXN,29.380500942021758,-26.56886802982241,0
